,BNF_code,NAME,UNII_drugbank
1256,0501080G0,Sulfamethoxypyridazine                                      ,T034E4NS2Z
1257,0501080H0,Sulfametopyrazine                                           ,T6BL4ZC15G
1258,0501080I0,Sulfathiazole                                               ,Y7FKS2XWQH
1259,0501080J0,Sulfadiazine                                                ,0N7609K889
1260,0501080L0,Sulfadimethoxine                                            ,30CPC5LDEX
1261,0501080M0,Sulfamethizole                                              ,25W8454H16
1262,0501080N0,Sulfadimidine                                               ,[]
1263,0501080P0,Sulfadimidine Sodium                                        ,[]
1264,0501080Q0,Sulphafurazole                                              ,[]
1265,0501080S0,Sulfaguanidine                                              ,15XQ8043FN
1266,0501080T0,Sulfamethoxypyridazine                                      ,T034E4NS2Z
1267,0501080U0,Sulphaurea                                                  ,[]
1268,0501080V0,Sulfapyridine                                               ,Y5V2N1KE8U
1269,0501080W0,Trimethoprim                                                ,AN164J8Y0X
1270,0501080X0,Sulfaphenazole                                              ,0J8L4V3F81
1271,0501090A0,Aminosalicylic Acid                                         ,5B2658E0N2
1272,0501090C0,Capreomycin                                                 ,232HYX66HC
1273,0501090E0,Cycloserine                                                 ,95IK5KI84Z
1274,0501090H0,Ethambutol Hydrochloride                                    ,8G167061QZ
1275,0501090I0,Ethionamide                                                 ,OAY8ORS3CQ
1276,0501090K0,Isoniazid                                                   ,V83O1VOZ8L
1277,0501090M0,Protionamide                                                ,76YOO33643
1278,0501090N0,Pyrazinamide                                                ,2KNI5N06TI
1279,0501090Q0,Rifabutin                                                   ,1W306TDA6S
1280,0501090R0,Rifampicin                                                  ,VJT6J7R4TR
1281,0501090S0,Rifampicin Combined Preparations                            ,VJT6J7R4TR
1282,0501090U0,Streptomycin                                                ,Y45QSO73OB
1283,0501090V0,Bedaquiline                                                 ,78846I289Y
1284,0501090W0,Delamanid                                                   ,8OOT6M1PC7
1285,0501100C0,Clofazimine                                                 ,D959AE5USF
1286,0501100H0,Dapsone                                                     ,8W5C518302
1287,0501100J0,Thalidomide (Antileprotic)                                  ,4Z8R6ORS6L
1288,0501110C0,Metronidazole                                               ,140QMO216E
1289,0501110G0,Tinidazole                                                  ,033KF7V46H
1290,0501110N0,Ornidazole                                                  ,62XCK0G93T
1291,0501120C0,Rosoxacin                                                   ,3Y1OT3J4NW
1292,0501120H0,Cinoxacin                                                   ,LMK22VUH23
1293,0501120K0,Ciprofloxacin Lactate                                       ,5E8K9I0O4U
1294,0501120L0,Ciprofloxacin                                               ,5E8K9I0O4U
1295,0501120M0,Enoxacin                                                    ,325OGW249P
1296,0501120N0,Nalidixic Acid                                              ,3B91HWA56M
1297,0501120P0,Ofloxacin                                                   ,A4P49JAZ9H
1298,0501120Q0,Norfloxacin                                                 ,N0F8P22L1P
1299,0501120R0,Pefloxacin                                                  ,2H52Z9F2Q5
1300,0501120S0,Pipemidic Acid                                              ,LT12J5HVR8
1301,0501120V0,Temafloxacin Hydrochloride                                  ,1WZ12GTT67
1302,0501120W0,Grepafloxacin Hydrochloride                                 ,L1M1U2HC31
1303,0501120X0,Levofloxacin                                                ,RIX4E89Y14
1304,0501120Y0,Moxifloxacin                                                ,U188XYD42P
1305,0501130D0,Fosfomycin Trometamol                                       ,2N81MY12TE
1306,0501130E0,Methenamine Hippurate                                       ,J50OIX95QV
1307,0501130H0,Methenamine Hippurate                                       ,J50OIX95QV
1308,0501130K0,Methenamine Mandelate                                       ,J50OIX95QV
1309,0501130R0,Nitrofurantoin                                              ,927AH8112L
1310,0501130S0,Fosfomycin Calcium                                          ,2N81MY12TE
1311,0502000AA,Posaconazole                                                ,6TK1G07BHZ
1312,0502000AB,Anidulafungin                                               ,9HLM53094I
1313,0502000AC,Micafungin                                                  ,R10H71BSWG
1314,0502000B0,Amphotericin                                                ,[]
1315,0502000E0,Caspofungin                                                 ,F0XDI6ZL63
1316,0502000G0,Fluconazole                                                 ,8VZV102JFY
1317,0502000H0,Flucytosine                                                 ,D83282DT06
1318,0502000K0,Griseofulvin                                                ,32HRV3E3D5
1319,0502000M0,Itraconazole                                                ,304NUG5GF4
1320,0502000N0,Ketoconazole                                                ,R9400W927I
1321,0502000Q0,Miconazole                                                  ,7NNO0D7S5M
1322,0502000T0,Natamycin                                                   ,8O0C852CPO
1323,0502000V0,Nystatin                                                    ,BDF1O1C72E
1324,0502000Y0,Terbinafine Hydrochloride                                   ,G7RIW8S0XP
1325,0502000Z0,Voriconazole                                                ,JFU09I87TR
1326,050200000,Other Antifungal Preps                                      ,[]
1327,0502010A0,Posaconazole                                                ,6TK1G07BHZ
1328,0502010B0,Fluconazole                                                 ,8VZV102JFY
1329,0502010C0,Itraconazole                                                ,304NUG5GF4
1330,0502010D0,Voriconazole                                                ,JFU09I87TR
1331,0502010E0,Isavuconazole                                               ,60UTO373KE
1332,0502020A0,Ketoconazole                                                ,R9400W927I
1333,0502020B0,Miconazole                                                  ,7NNO0D7S5M
1334,0502030A0,Amphotericin                                                ,[]
1335,0502030B0,Nystatin                                                    ,BDF1O1C72E
1336,0502040A0,Anidulafungin                                               ,9HLM53094I
1337,0502040B0,Micafungin                                                  ,R10H71BSWG
1338,0502040C0,Caspofungin                                                 ,F0XDI6ZL63
1339,0502050A0,Flucytosine                                                 ,D83282DT06
1340,0502050B0,Griseofulvin                                                ,32HRV3E3D5
1341,0502050C0,Terbinafine Hydrochloride                                   ,G7RIW8S0XP
1342,050300000,Other Antiviral Preps                                       ,[]
1343,0503010AA,Emtricitabine & Tenofovir Disoproxil                        ,F4YU4LON7I
1344,0503010AB,Tipranavir                                                  ,ZZT404XD09
1345,0503010AC,Darunavir                                                   ,YO603Y8113
1346,0503010AD,Maraviroc                                                   ,MD6P741W8A
1347,0503010AE,Raltegravir                                                 ,22VKV8053U
1348,0503010AF,Etravirine                                                  ,0C50HW4FO1
1349,0503010AG,Rilpivirine                                                 ,FI96A8X663
1350,0503010AH,Dolutegravir                                                ,DKO1W9H7M1
1351,0503010AI,Cobicistat                                                  ,LW2E03M5PG
1352,0503010AJ,Elvitegravir                                                ,4GDQ854U53
1353,0503010AK,Darunavir/Cobicistat                                        ,LW2E03M5PG
